start_base,end_base,runs_scored,outs,start_outs,end_outs,start_state,end_state,re_before,re_after,value,norm_value
"(0, 1, 0)","(1, 0, 0)",0,1,1,2,010_1,100_2,0.6970606098301637,0.23259963183813465,-0.46446097799202907,-0.7953874204192497
"(0, 1, 0)","(0, 0, 0)",0,2,1,3,010_1,000_3,0.6970606098301637,0.0,-0.6970606098301637,-1.0
"(0, 1, 0)","(0, 1, 1)",0,0,1,1,010_1,011_1,0.6970606098301637,1.4130642866382097,0.716003676808046,0.24304035443909044
"(0, 1, 0)","(0, 0, 0)",1,1,1,2,010_1,000_2,0.6970606098301637,0.10514160279015194,0.40808099295998823,-0.027832192330131567
"(0, 1, 1)","(0, 1, 1)",0,1,1,2,011_1,011_2,1.4130642866382097,0.5857316399779128,-0.8273326466602969,-0.642144094630599
"(0, 1, 1)","(0, 0, 1)",1,1,1,2,011_1,001_2,1.4130642866382097,0.3720836162436255,-0.040980670394584084,-0.16171811249277934
"(0, 1, 1)","(0, 1, 0)",2,0,1,1,011_1,010_1,1.4130642866382097,0.6970606098301637,1.283996323191954,0.6477837297696898
"(0, 1, 1)","(1, 0, 0)",2,0,1,1,011_1,100_1,1.4130642866382097,0.5365059395025369,1.1234416528643272,0.5496919877672515
"(0, 1, 1)","(0, 0, 0)",3,0,1,1,011_1,000_1,1.4130642866382097,0.27356140384652405,1.8604971172083142,1.0
"(0, 1, 1)","(0, 0, 1)",2,0,1,1,011_1,001_1,1.4130642866382097,0.9719785520382295,1.5589142654000199,0.815746329698336
"(0, 1, 1)","(1, 0, 1)",1,0,1,1,011_1,101_1,1.4130642866382097,1.1892578655390464,0.7761935789008367,0.33753890363358297
"(0, 1, 1)","(1, 1, 0)",1,0,1,1,011_1,110_1,1.4130642866382097,0.9310801971130783,0.5180159104748686,0.17980386428310546
"(0, 1, 1)","(1, 0, 1)",0,1,1,2,011_1,101_2,1.4130642866382097,0.5078118268761308,-0.9052524597620789,-0.6897496248095802
"(0, 1, 1)","(0, 1, 0)",1,1,1,2,011_1,010_2,1.4130642866382097,0.33039304411579395,-0.08267124252241587,-0.18718919244798915
"(0, 1, 1)","(1, 0, 0)",0,2,1,3,011_1,100_3,1.4130642866382097,0.0,-1.4130642866382097,-1.0
"(0, 1, 1)","(1, 1, 0)",0,1,1,2,011_1,110_2,1.4130642866382097,0.4491917591125198,-0.9638725275256899,-0.7255638714552859
"(0, 1, 1)","(0, 1, 1)",1,0,1,1,011_1,011_1,1.4130642866382097,1.4130642866382097,1.0,0.47427464400257957
"(0, 1, 1)","(0, 0, 0)",2,1,1,2,011_1,000_2,1.4130642866382097,0.10514160279015194,0.6920773161519422,0.28614761911388187
"(0, 1, 1)","(0, 0, 0)",1,2,1,3,011_1,000_3,1.4130642866382097,0.0,-0.4130642866382097,-0.38904460516612116
"(0, 1, 1)","(0, 1, 0)",0,2,1,3,011_1,010_3,1.4130642866382097,0.0,-1.4130642866382097,-1.0
